symbol,token,strategy,spot_price,assigned_date,status,net_qty,save_time
NIFTY14OCT25P23950,42608,IBBM Intraday,25083.65,2025-10-09 09:42:05,Active,150,2025-10-10 15:14:20
NIFTY14OCT25C24950,42671,IBBM Intraday,25000.15,2025-10-08 15:34:07,Active,-75,2025-10-10 15:14:20
NIFTY14OCT25C25200,42687,IBBM Intraday,25082.45,2025-10-09 10:52:17,Active,-75,2025-10-10 15:14:20
NIFTY14OCT25C25850,42723,IBBM Intraday,25087.4,2025-10-09 09:42:37,Active,150,2025-10-10 15:14:20
NIFTY14OCT25P25450,42706,IBBM Intraday,25298.75,2025-10-10 11:16:56,Active,-75,2025-10-10 15:14:20
NIFTY14OCT25P25500,42709,IBBM Intraday,25299.7,2025-10-10 11:16:51,Active,-75,2025-10-10 15:14:20
NIFTY14OCT25P25400,42704,IBBM Intraday,25249.6,2025-10-10 09:32:28,Inactive,0,2025-10-10 15:14:20
NIFTY14OCT25P25300,42694,IBBM Intraday,25317.8,2025-10-10 12:57:38,Inactive,0,2025-10-10 15:14:20
NIFTY14OCT25P25350,42702,IBBM Intraday,25315.8,2025-10-10 12:57:34,Inactive,0,2025-10-10 15:14:20
